Word;Count;Probability;Huffman Code;Max Length Code
idea;73;0.01286%;1010110000000;
therefore;73;0.01286%;1010110000000;
forget;73;0.01286%;1010110000000;
presented;73;0.01286%;1010110000000;
result;73;0.01286%;1010110000000;
suffering;72;0.01269%;1010100000000;
cross;72;0.01269%;1010100000000;
dressed;72;0.01269%;1010100000000;
gray;72;0.01269%;1010100000000;
glass;72;0.01269%;1010010000000;
real;72;0.01269%;1010100000000;
path;72;0.01269%;1010100000000;
except;72;0.01269%;1010100000000;
youre;72;0.01269%;1010100000000;
dead;72;0.01269%;1010100000000;
liked;72;0.01269%;1010100000000;
danger;72;0.01269%;1010100000000;
try;71;0.01251%;1010010000000;
actions;71;0.01251%;1010010000000;
rubles;71;0.01251%;1010010000000;
guests;71;0.01251%;1010010000000;
sense;71;0.01251%;1001110000000;
spite;71;0.01251%;1010010000000;
placed;71;0.01251%;1010010000000;
latter;71;0.01251%;1010010000000;
low;71;0.01251%;1010010000000;
party;71;0.01251%;1001110000000;
stop;71;0.01251%;1001110000000;
blue;71;0.01251%;1010010000000;
occurred;70;0.01233%;1001110000000;
pretty;70;0.01233%;1001110000000;
bright;70;0.01233%;1001110000000;
addressing;70;0.01233%;1001110000000;
glance;70;0.01233%;1001110000000;
approached;70;0.01233%;1001110000000;
brilliant;70;0.01233%;1001110000000;
begin;70;0.01233%;1001110000000;
figure;70;0.01233%;1001110000000;
laughter;70;0.01233%;1001110000000;
sir;70;0.01233%;1001110000000;
notice;70;0.01233%;1001110000000;
walked;70;0.01233%;1001110000000;
peasant;70;0.01233%;1001110000000;
according;70;0.01233%;1001110000000;
report;70;0.01233%;1001110000000;
sit;69;0.01216%;1001110000000;
wearing;69;0.01216%;1001100000000;
splendid;69;0.01216%;1001110000000;
group;69;0.01216%;1001110000000;
formed;69;0.01216%;1001110000000;
sure;69;0.01216%;1001110000000;
muttered;69;0.01216%;1001110000000;
plain;69;0.01216%;1001110000000;
account;69;0.01216%;1001110000000;
counts;69;0.01216%;1001110000000;
neck;69;0.01216%;1001110000000;
send;69;0.01216%;1001110000000;
austrian;69;0.01216%;1001110000000;
serious;68;0.01198%;1001100000000;
enter;68;0.01198%;1001100000000;
hurriedly;68;0.01198%;1001100000000;
understanding;68;0.01198%;1001100000000;
die;68;0.01198%;1001100000000;
leg;68;0.01198%;1001100000000;
feelings;68;0.01198%;1001100000000;
whatever;68;0.01198%;1001100000000;
dressing;68;0.01198%;1001100000000;
bennigsen;68;0.01198%;1001100000000;
consciousness;67;0.01180%;1001010000000;
majesty;67;0.01180%;1001010000000;
hour;67;0.01180%;1001010000000;
consider;67;0.01180%;1001000000000;
whats;67;0.01180%;1001010000000;
relations;67;0.01180%;1001010000000;
flushed;67;0.01180%;1001010000000;
silently;67;0.01180%;1001010000000;
city;67;0.01180%;1001010000000;
written;66;0.01163%;1001000000000;
interest;66;0.01163%;1001000000000;
settled;66;0.01163%;1001000000000;
chair;66;0.01163%;1001000000000;
telling;66;0.01163%;1001000000000;
simple;66;0.01163%;1001000000000;
youll;66;0.01163%;111011000000;
visitors;66;0.01163%;1001000000000;
strong;66;0.01163%;1001000000000;
wrong;66;0.01163%;1001000000000;
filled;66;0.01163%;1001000000000;
minutes;66;0.01163%;111011000000;
nesvtski;66;0.01163%;1001000000000;
unknown;66;0.01163%;1001000000000;
grown;65;0.01145%;111001000000;
mean;65;0.01145%;111001000000;
effect;65;0.01145%;111001000000;
sorry;65;0.01145%;111001000000;
drawn;65;0.01145%;111001000000;
oclock;65;0.01145%;111001000000;
vra;65;0.01145%;111001000000;
crossed;65;0.01145%;111011000000;
surrounded;65;0.01145%;111001000000;
brothers;65;0.01145%;111001000000;
commanders;65;0.01145%;111001000000;
riding;65;0.01145%;111001000000;
genius;65;0.01145%;111001000000;
court;64;0.01128%;110110000000;
expecting;64;0.01128%;110101000000;
visit;64;0.01128%;110101000000;
fate;64;0.01128%;110111000000;
act;64;0.01128%;110101000000;
growing;64;0.01128%;110111000000;
hold;64;0.01128%;110110000000;
cut;64;0.01128%;110101000000;
imagine;64;0.01128%;110100000000;
greater;64;0.01128%;110101000000;
blame;64;0.01128%;110110000000;
advance;64;0.01128%;110101000000;
houses;64;0.01128%;110101000000;
forest;64;0.01128%;110101000000;
wood;64;0.01128%;110101000000;
blood;63;0.01110%;101101000000;
post;63;0.01110%;110001000000;
animated;63;0.01110%;110001000000;
lifted;63;0.01110%;110001000000;
bare;63;0.01110%;110001000000;
government;63;0.01110%;110001000000;
wishing;63;0.01110%;110001000000;
pity;63;0.01110%;110001000000;
onto;63;0.01110%;110001000000;
instant;63;0.01110%;110001000000;
shed;63;0.01110%;110001000000;
learned;63;0.01110%;110001000000;
boots;63;0.01110%;110001000000;
excited;63;0.01110%;110001000000;
squadron;63;0.01110%;110001000000;
explain;62;0.01092%;101100000000;
bent;62;0.01092%;101100000000;
express;62;0.01092%;101101000000;
regard;62;0.01092%;101100000000;
sky;62;0.01092%;101100000000;
devil;62;0.01092%;101100000000;
julie;62;0.01092%;101101000000;
needed;62;0.01092%;101101000000;
spread;61;0.01075%;101001000000;
dying;61;0.01075%;101000000000;
recognized;61;0.01075%;101001000000;
manner;61;0.01075%;101001000000;
enough;61;0.01075%;101001000000;
write;61;0.01075%;101001000000;
addressed;61;0.01075%;101000000000;
moments;61;0.01075%;101001000000;
threw;61;0.01075%;101001000000;
letters;61;0.01075%;101001000000;
yard;61;0.01075%;101001000000;
spernski;61;0.01075%;101001000000;
seven;60;0.01057%;100111000000;
health;60;0.01057%;100110000000;
beauty;60;0.01057%;100110000000;
doubt;60;0.01057%;100110000000;
kindly;60;0.01057%;100111000000;
gazing;60;0.01057%;100110000000;
laugh;60;0.01057%;100110000000;
aside;60;0.01057%;100111000000;
pointed;60;0.01057%;100111000000;
slightly;60;0.01057%;100110000000;
significance;60;0.01057%;101000000000;
conditions;60;0.01057%;100111000000;
camp;60;0.01057%;100111000000;
snow;60;0.01057%;100110000000;
possibility;60;0.01057%;100110000000;
peoples;60;0.01057%;101000000000;
certainly;59;0.01040%;100100000000;
approaching;59;0.01040%;100100000000;
fingers;59;0.01040%;100100000000;
touched;59;0.01040%;100100000000;
surprised;59;0.01040%;100100000000;
familiar;59;0.01040%;100100000000;
tall;59;0.01040%;100100000000;
paper;59;0.01040%;100100000000;
burning;59;0.01040%;100100000000;
miles;59;0.01040%;100100000000;
marriage;59;0.01040%;100100000000;
sun;59;0.01040%;100100000000;
personal;59;0.01040%;100100000000;
maid;58;0.01022%;11110101111;
earth;58;0.01022%;11110110111;
bowed;58;0.01022%;11110110110;
amid;58;0.01022%;11111100100;
rising;58;0.01022%;11011110101;
shoulder;58;0.01022%;11110110000;
sons;58;0.01022%;11111100001;
started;58;0.01022%;11110100010;
shown;58;0.01022%;11111100111;
caught;58;0.01022%;11110110001;
higher;58;0.01022%;11111100000;
servants;58;0.01022%;11110101011;
river;58;0.01022%;11110100110;
enemys;58;0.01022%;11111100101;
tshin;58;0.01022%;11110100111;
character;57;0.01004%;11011100000;
kurgin;57;0.01004%;11001110001;
sovereign;57;0.01004%;11001110111;
form;57;0.01004%;11001110101;
big;57;0.01004%;11011010011;
ashamed;57;0.01004%;11001100111;
grand;57;0.01004%;11001101010;
allow;57;0.01004%;11001110100;
broken;57;0.01004%;11001110110;
sort;57;0.01004%;11001100011;
nearly;57;0.01004%;11001110011;
spot;57;0.01004%;11011010010;
girls;57;0.01004%;11001101100;
stay;57;0.01004%;11001100000;
forgive;57;0.01004%;11001101011;
confused;57;0.01004%;11001110000;
estate;57;0.01004%;11001110010;
hurrah;57;0.01004%;11001100010;
densovs;57;0.01004%;11001100110;
bilbin;57;0.01004%;11001100001;
six;56;0.00987%;10101111000;
destroyed;56;0.00987%;10110101101;
twenty;56;0.00987%;10110101010;
noticing;56;0.00987%;10110011111;
play;56;0.00987%;10110111100;
lad;56;0.00987%;10110110111;
movements;56;0.00987%;10111110001;
church;56;0.00987%;10110110010;
plans;56;0.00987%;11000100000;
advanced;56;0.00987%;10110011110;
hut;56;0.00987%;10110101100;
gate;56;0.00987%;10110011101;
gutenbergtm;56;0.00987%;11000100001;
promised;55;0.00969%;10011110110;
bear;55;0.00969%;10011010110;
opposite;55;0.00969%;10011111010;
supper;55;0.00969%;10011110111;
spoken;55;0.00969%;10011010101;
happens;55;0.00969%;10011110101;
bit;55;0.00969%;10011110010;
quietly;55;0.00969%;10011111110;
sorrow;55;0.00969%;10011010111;
conscious;55;0.00969%;10011110011;
handed;55;0.00969%;10011110100;
sighed;55;0.00969%;10011111100;
fallen;55;0.00969%;10011111011;
karatev;55;0.00969%;10011111101;
charming;54;0.00951%;10010100100;
unexpectedly;54;0.00951%;10010011110;
highest;54;0.00951%;10010110000;
arrival;54;0.00951%;10010110001;
lit;54;0.00951%;10011010100;
stupid;54;0.00951%;10010010000;
eye;54;0.00951%;10010100111;
goodby;54;0.00951%;10010110010;
pushed;54;0.00951%;10010100110;
regarded;54;0.00951%;10010100000;
stern;54;0.00951%;10011000010;
avoid;54;0.00951%;10011000011;
died;54;0.00951%;10010100010;
abandoned;54;0.00951%;10010110011;
wolf;54;0.00951%;10010010001;
circle;53;0.00934%;1111010110;
bezkhov;53;0.00934%;1111100111;
apart;53;0.00934%;1111100110;
hastily;53;0.00934%;1111011000;
michael;53;0.00934%;1111110010;
convinced;53;0.00934%;1111011010;
hall;53;0.00934%;1111110111;
cloak;53;0.00934%;1111100000;
appear;53;0.00934%;1111111000;
merry;53;0.00934%;1111100101;
comes;53;0.00934%;1111110011;
laid;53;0.00934%;10001001100;
carry;53;0.00934%;1111010111;
twice;53;0.00934%;1111011111;
heads;53;0.00934%;1111100001;
early;53;0.00934%;1111100100;
marys;53;0.00934%;1111111001;
chance;53;0.00934%;1111011001;
quarters;53;0.00934%;1111011110;
artillery;53;0.00934%;1111011011;
mass;53;0.00934%;1111110110;
fond;52;0.00916%;1100001001;
mothers;52;0.00916%;1100000000;
ceased;52;0.00916%;1010101100;
broke;52;0.00916%;1011010010;
rooms;52;0.00916%;1011011100;
shes;52;0.00916%;1011001111;
stepped;52;0.00916%;1011100000;
passage;52;0.00916%;1100001101;
heavy;52;0.00916%;1011100001;
caused;52;0.00916%;1010110111;
journey;52;0.00916%;1011111000;
stand;52;0.00916%;1011011111;
marshal;52;0.00916%;1100000001;
lord;52;0.00916%;1011001110;
historical;52;0.00916%;1011001101;
appointed;51;0.00899%;111101110;
assumed;51;0.00899%;1000010010;
necessity;51;0.00899%;1000000110;
mon;51;0.00899%;1000011101;
shook;51;0.00899%;1000000000;
wine;51;0.00899%;1000010101;
drive;51;0.00899%;1000000001;
further;51;0.00899%;1000000101;
putting;51;0.00899%;111111100;
entering;51;0.00899%;1000010100;
kill;51;0.00899%;1000011110;
scarcely;51;0.00899%;1000010011;
doctors;51;0.00899%;1000011010;
crossing;51;0.00899%;1000010000;
didnt;51;0.00899%;111111101;
darkness;51;0.00899%;1000000111;
division;51;0.00899%;1000000100;
burned;51;0.00899%;1000010001;
austerlitz;51;0.00899%;1000011111;
inevitability;51;0.00899%;111101111;
dron;51;0.00899%;1000011100;
barclay;51;0.00899%;1000011011;
king;50;0.00881%;110101000;
le;50;0.00881%;100111110;
mentioned;50;0.00881%;101000111;
gesture;50;0.00881%;110101010;
relation;50;0.00881%;101110011;
nose;50;0.00881%;101000000;
object;50;0.00881%;101101111;
gods;50;0.00881%;110100111;
everywhere;50;0.00881%;101111110;
shouts;50;0.00881%;110101011;
loud;50;0.00881%;101001111;
circumstances;50;0.00881%;111011000;
common;50;0.00881%;100111111;
interests;50;0.00881%;110100010;
purpose;50;0.00881%;101000110;
box;50;0.00881%;110100011;
burst;49;0.00863%;100000111;
europe;49;0.00863%;11111111;
easy;49;0.00863%;11110110;
arranged;49;0.00863%;100000001;
hot;49;0.00863%;11110100;
agitated;49;0.00863%;100100000;
papa;49;0.00863%;100000011;
hat;49;0.00863%;11111001;
agree;49;0.00863%;11110101;
floor;49;0.00863%;11111110;
playing;49;0.00863%;100000010;
direct;49;0.00863%;11110111;
success;49;0.00863%;100000110;
places;49;0.00863%;11111000;
ride;49;0.00863%;100000100;
council;49;0.00863%;100000000;
frenchmen;49;0.00863%;100000101;
reception;48;0.00846%;11111100000000;
spirit;48;0.00846%;101100;
none;48;0.00846%;1111110;
center;48;0.00846%;11001;
joined;48;0.00846%;11111100000000;
uttered;48;0.00846%;11111100000000;
offered;48;0.00846%;1001110;
forgotten;48;0.00846%;1011010;
joyful;48;0.00846%;11111100000000;
outside;48;0.00846%;11111100000000;
pay;48;0.00846%;11111100000000;
frowning;48;0.00846%;11111100000000;
cheerful;48;0.00846%;11111100000000;
dreadful;48;0.00846%;1001001;
returning;48;0.00846%;10110;
tender;48;0.00846%;11111100000000;
worse;48;0.00846%;11111100000000;
care;48;0.00846%;11111100000000;
members;48;0.00846%;11111100000000;
regimental;48;0.00846%;11111100000000;
directed;48;0.00846%;11111100000000;
singing;48;0.00846%;11111100000000;
highness;48;0.00846%;11111100000000;
alive;48;0.00846%;1011;
shot;48;0.00846%;1001000;
streets;48;0.00846%;1110001;
absence;48;0.00846%;11010;
boguchrovo;48;0.00846%;11111100000000;
importance;47;0.00828%;11111000000000;
footman;47;0.00828%;11111000000000;
vienna;47;0.00828%;11111000000000;
hippolyte;47;0.00828%;11111000000000;
rich;47;0.00828%;11111000000000;
aidedecamp;47;0.00828%;11111000000000;
reports;47;0.00828%;11111000000000;
dull;47;0.00828%;11111000000000;
stout;47;0.00828%;11111000000000;
gathered;47;0.00828%;11111000000000;
heaven;47;0.00828%;11111000000000;
expect;47;0.00828%;11111000000000;
blushed;47;0.00828%;11111000000000;
recalled;47;0.00828%;11111000000000;
wall;47;0.00828%;11111000000000;
august;47;0.00828%;11111000000000;
somewhere;47;0.00828%;11111000000000;
isnt;47;0.00828%;11111000000000;
club;47;0.00828%;11111000000000;
serve;47;0.00828%;11111000000000;
nurse;47;0.00828%;11111000000000;
walk;47;0.00828%;11111000000000;
ive;47;0.00828%;11111000000000;
causes;47;0.00828%;11111000000000;
hours;47;0.00828%;11111000000000;
curiosity;47;0.00828%;11111000000000;
chest;47;0.00828%;11111000000000;
music;47;0.00828%;11111000000000;
warm;47;0.00828%;11111000000000;
departure;47;0.00828%;11111000000000;
due;47;0.00828%;11111000000000;
awaiting;46;0.00810%;11110100000000;
fool;46;0.00810%;11110100000000;
clever;46;0.00810%;11110100000000;
below;46;0.00810%;11110100000000;
weak;46;0.00810%;11110100000000;
firm;46;0.00810%;11110100000000;
difficulty;46;0.00810%;11110100000000;
forehead;46;0.00810%;11110100000000;
gown;46;0.00810%;11110100000000;
o;46;0.00810%;11110100000000;
excitement;46;0.00810%;11110100000000;
firmly;46;0.00810%;11110100000000;
jumped;46;0.00810%;11110100000000;
carefully;46;0.00810%;11110100000000;
recognize;46;0.00810%;11110100000000;
papers;46;0.00810%;11110100000000;
corps;46;0.00810%;11110100000000;
rapid;46;0.00810%;11110100000000;
garden;46;0.00810%;11110100000000;
inhabitants;46;0.00810%;11110100000000;
cart;46;0.00810%;11110100000000;
previously;46;0.00810%;11110100000000;
formerly;46;0.00810%;11110100000000;
played;45;0.00793%;11110000000000;
ourselves;45;0.00793%;11110000000000;
wore;45;0.00793%;11110000000000;
aunt;45;0.00793%;11110100000000;
teeth;45;0.00793%;11110100000000;
monsieur;45;0.00793%;11110100000000;
motion;45;0.00793%;11110100000000;
particular;45;0.00793%;11110100000000;
whisper;45;0.00793%;11110100000000;
sign;45;0.00793%;11110000000000;
balls;45;0.00793%;11110000000000;
wifes;45;0.00793%;11110000000000;
leading;45;0.00793%;11110000000000;
thousands;45;0.00793%;11110100000000;
thrown;45;0.00793%;11110100000000;
enormous;45;0.00793%;11110100000000;
leaning;45;0.00793%;11110100000000;
sick;45;0.00793%;11110100000000;
happening;45;0.00793%;11101100000000;
increased;45;0.00793%;11110100000000;
efforts;45;0.00793%;11110000000000;
tsar;45;0.00793%;11110000000000;
fighting;45;0.00793%;11110100000000;
flew;45;0.00793%;11110100000000;
minister;45;0.00793%;11110100000000;
thy;45;0.00793%;11110000000000;
respect;44;0.00775%;11101000000000;
raising;44;0.00775%;11101000000000;
unpleasant;44;0.00775%;11101000000000;
showing;44;0.00775%;11101100000000;
seat;44;0.00775%;11101100000000;
watched;44;0.00775%;11101100000000;
capital;44;0.00775%;11101100000000;
adjutants;44;0.00775%;11101100000000;
accompanied;44;0.00775%;11101100000000;
youth;44;0.00775%;11101100000000;
admit;44;0.00775%;11101100000000;
finish;44;0.00775%;11101100000000;
mustache;44;0.00775%;11101100000000;
join;44;0.00775%;11101000000000;
receive;44;0.00775%;11101100000000;
yesterday;44;0.00775%;11101100000000;
kiss;44;0.00775%;11101000000000;
note;44;0.00775%;11101100000000;
comrades;44;0.00775%;11101100000000;
bound;44;0.00775%;11101100000000;
writing;44;0.00775%;11101100000000;
loss;44;0.00775%;11101100000000;
holy;44;0.00775%;11101100000000;
armies;44;0.00775%;11101100000000;
breast;43;0.00758%;11101000000000;
repeating;43;0.00758%;11101000000000;
captured;43;0.00758%;11101000000000;
frowned;43;0.00758%;11101000000000;
considering;43;0.00758%;11101000000000;
age;43;0.00758%;11101000000000;
lower;43;0.00758%;11101000000000;
carrying;43;0.00758%;11101000000000;
mood;43;0.00758%;11101000000000;
badly;43;0.00758%;11101000000000;
speech;43;0.00758%;11101000000000;
eat;43;0.00758%;11101000000000;
realized;43;0.00758%;11101000000000;
easily;43;0.00758%;11011100000000;
accustomed;43;0.00758%;11101000000000;
fellows;43;0.00758%;11101000000000;
knowledge;43;0.00758%;11101000000000;
princes;43;0.00758%;11101000000000;
afterwards;43;0.00758%;11101000000000;
orderly;43;0.00758%;11101000000000;
science;43;0.00758%;11101000000000;
icon;43;0.00758%;11101000000000;
trembling;43;0.00758%;11101000000000;
battalion;43;0.00758%;11101000000000;
polish;43;0.00758%;11101000000000;
dolgorkov;43;0.00758%;11101000000000;
gentle;42;0.00740%;11011100000000;
natural;42;0.00740%;11011100000000;
paris;42;0.00740%;11011000000000;
influence;42;0.00740%;11011100000000;
prove;42;0.00740%;11011000000000;
completely;42;0.00740%;11011000000000;
explained;42;0.00740%;11011000000000;
concluded;42;0.00740%;11011000000000;
ideas;42;0.00740%;11011100000000;
